Unnamed: 0,state,date,cases,deaths,daily_cases,daily_deaths,ratio_dth_case
4482,California,2021-11-27,5056879,74150,790.0,24.0,0.030379746835443037
4483,California,2021-11-28,5071707,74157,14828.0,7.0,0.0004720798489344483
4484,California,2021-11-29,5077309,74365,5602.0,208.0,0.03712959657265263
4485,California,2021-11-30,5083013,74471,5704.0,106.0,0.01858345021037868
4486,California,2021-12-01,5088330,74559,5317.0,88.0,0.016550686477336846
4487,California,2021-12-02,5096664,74667,8334.0,108.0,0.012958963282937365
4488,California,2021-12-03,5100147,74779,3483.0,112.0,0.03215618719494689
4489,California,2021-12-04,5102641,74798,2494.0,19.0,0.007618283881315156
4490,California,2021-12-05,5117687,74800,15046.0,2.0,0.00013292569453675395
4491,California,2021-12-06,5124858,74906,7171.0,106.0,0.014781759866127458
4492,California,2021-12-07,5129655,74948,4797.0,42.0,0.008755472170106316
4493,California,2021-12-08,5137850,75075,8195.0,127.0,0.01549725442342892
4494,California,2021-12-09,5144580,75173,6730.0,98.0,0.014561664190193165
4495,California,2021-12-10,5147964,75242,3384.0,69.0,0.020390070921985817
4496,California,2021-12-11,5149928,75265,1964.0,23.0,0.011710794297352342
4497,California,2021-12-12,5162657,75270,12729.0,5.0,0.00039280383376541755
4498,California,2021-12-13,5168948,75373,6291.0,103.0,0.016372595771737403
4499,California,2021-12-14,5175325,75423,6377.0,50.0,0.007840677434530343
4500,California,2021-12-15,5181367,75512,6042.0,89.0,0.014730221780867263
4501,California,2021-12-16,5189453,75598,8086.0,86.0,0.010635666584219638
4502,California,2021-12-17,5194396,75674,4943.0,76.0,0.015375278171151122
4503,California,2021-12-18,5198361,75713,3965.0,39.0,0.009836065573770493
4504,California,2021-12-19,5215172,75722,16811.0,9.0,0.0005353637499256439
4505,California,2021-12-20,5225754,75821,10582.0,99.0,0.009355509355509356
4506,California,2021-12-21,5237646,75873,11892.0,52.0,0.004372687521022536
4507,California,2021-12-22,5253493,75953,15847.0,80.0,0.005048274121284785
4508,California,2021-12-23,5274409,76049,20916.0,96.0,0.004589787722317842
4509,California,2021-12-24,5287471,76121,13062.0,72.0,0.005512172714745062
4510,California,2021-12-25,5288103,76121,632.0,0.0,0.0
4511,California,2021-12-26,5310138,76134,22035.0,13.0,0.0005899705014749262
4512,California,2021-12-27,5359035,76170,48897.0,36.0,0.0007362414872078042
4513,California,2021-12-28,5388857,76250,29822.0,80.0,0.002682583327744618
4514,California,2021-12-29,5428850,76331,39993.0,81.0,0.0020253544370264797
4515,California,2021-12-30,5483756,76432,54906.0,101.0,0.0018395075219465996
4516,California,2021-12-31,5519854,76515,36098.0,83.0,0.002299296359909136
4517,California,2022-01-01,5521509,76515,1655.0,0.0,0.0
4518,California,2022-01-02,5568979,76518,47470.0,3.0,6.319780914261639e-05
4519,California,2022-01-03,5708908,76535,139929.0,17.0,0.00012149018430775607
4520,California,2022-01-04,5791698,76629,82790.0,94.0,0.0011354028264283127
4521,California,2022-01-05,5850247,76755,58549.0,126.0,0.002152043587422501
4522,California,2022-01-06,5964748,76787,114501.0,32.0,0.00027947354171579285
4523,California,2022-01-07,6026165,77021,61417.0,234.0,0.0038100200270283473
