Unnamed: 0,state,date,cases,deaths,daily_cases,daily_deaths,ratio_dth_case
39289,Texas,2021-07-04,3041781,52482,419.0,9.0,0.021479713603818614
39290,Texas,2021-07-05,3042127,52482,346.0,0.0,0.0
39291,Texas,2021-07-06,3043129,52506,1002.0,24.0,0.023952095808383235
39292,Texas,2021-07-07,3044975,52531,1846.0,25.0,0.013542795232936078
39293,Texas,2021-07-08,3049018,52567,4043.0,36.0,0.008904279000742024
39294,Texas,2021-07-09,3051415,52606,2397.0,39.0,0.016270337922403004
39295,Texas,2021-07-10,3053735,52624,2320.0,18.0,0.007758620689655172
39296,Texas,2021-07-11,3054335,52629,600.0,5.0,0.008333333333333333
39297,Texas,2021-07-12,3054872,52661,537.0,32.0,0.0595903165735568
39298,Texas,2021-07-13,3058524,52690,3652.0,29.0,0.007940854326396496
39299,Texas,2021-07-14,3061650,52727,3126.0,37.0,0.011836212412028152
39300,Texas,2021-07-15,3066531,52763,4881.0,36.0,0.007375537799631223
39301,Texas,2021-07-16,3070812,52792,4281.0,29.0,0.006774118196683018
39302,Texas,2021-07-17,3074449,52816,3637.0,24.0,0.006598845202089634
39303,Texas,2021-07-18,3076595,52827,2146.0,11.0,0.005125815470643057
39304,Texas,2021-07-19,3077652,52839,1057.0,12.0,0.011352885525070956
39305,Texas,2021-07-20,3082089,52865,4437.0,26.0,0.005859815190443994
39306,Texas,2021-07-21,3087290,52904,5201.0,39.0,0.0074985579696212265
39307,Texas,2021-07-22,3095885,52935,8595.0,31.0,0.0036067481093659103
39308,Texas,2021-07-23,3103421,52982,7536.0,47.0,0.006236730360934183
39309,Texas,2021-07-24,3110025,53006,6604.0,24.0,0.0036341611144760752
39310,Texas,2021-07-25,3112383,53018,2358.0,12.0,0.005089058524173028
39311,Texas,2021-07-26,3113984,53037,1601.0,19.0,0.011867582760774516
39312,Texas,2021-07-27,3122626,53078,8642.0,41.0,0.0047442721592224025
39313,Texas,2021-07-28,3135626,53149,13000.0,71.0,0.005461538461538461
39314,Texas,2021-07-29,3143886,53186,8260.0,37.0,0.0044794188861985475
39315,Texas,2021-07-30,3160113,53248,16227.0,62.0,0.0038207925063166327
39316,Texas,2021-07-31,3173009,53277,12896.0,29.0,0.002248759305210918
39317,Texas,2021-08-01,3175412,53296,2403.0,19.0,0.007906783187682065
39318,Texas,2021-08-02,3179789,53329,4377.0,33.0,0.0075394105551747775
39319,Texas,2021-08-03,3194350,53395,14561.0,66.0,0.004532655724194767
39320,Texas,2021-08-04,3213686,53457,19336.0,62.0,0.003206454282167977
39321,Texas,2021-08-05,3227417,53538,13731.0,81.0,0.00589906051999126
39322,Texas,2021-08-06,3246530,53607,19113.0,69.0,0.0036101083032490976
39323,Texas,2021-08-07,3266610,53661,20080.0,54.0,0.0026892430278884463
39324,Texas,2021-08-08,3272392,53688,5782.0,27.0,0.004669664475959875
39325,Texas,2021-08-09,3274841,53727,2449.0,39.0,0.015924867292772562
39326,Texas,2021-08-10,3292425,53831,17584.0,104.0,0.005914467697907188
39327,Texas,2021-08-11,3310593,53939,18168.0,108.0,0.0059445178335535
39328,Texas,2021-08-12,3325779,54057,15186.0,118.0,0.007770314763598051
39329,Texas,2021-08-13,3339490,54202,13711.0,145.0,0.01057545036831741
39330,Texas,2021-08-14,3366111,54289,26621.0,87.0,0.003268096615453965
39331,Texas,2021-08-15,3371283,54330,5172.0,41.0,0.007927300850734726
39332,Texas,2021-08-16,3377118,54379,5835.0,49.0,0.008397600685518423
39333,Texas,2021-08-17,3401358,54478,24240.0,99.0,0.004084158415841584
39334,Texas,2021-08-18,3426890,54655,25532.0,177.0,0.006932476891743694
39335,Texas,2021-08-19,3441140,54863,14250.0,208.0,0.014596491228070175
39336,Texas,2021-08-20,3458417,55055,17277.0,192.0,0.011113040458412918
39337,Texas,2021-08-21,3488051,55226,29634.0,171.0,0.005770398866167241
39338,Texas,2021-08-22,3492493,55283,4442.0,57.0,0.012832057631697433
39339,Texas,2021-08-23,3498244,55346,5751.0,63.0,0.010954616588419406
39340,Texas,2021-08-24,3519312,55549,21068.0,203.0,0.00963546610973989
39341,Texas,2021-08-25,3543684,55798,24372.0,249.0,0.010216642048252093
39342,Texas,2021-08-26,3560966,56055,17282.0,257.0,0.01487096400879528
39343,Texas,2021-08-27,3578353,56345,17387.0,290.0,0.01667912808420084
39344,Texas,2021-08-28,3595145,56577,16792.0,232.0,0.013816102906145784
39345,Texas,2021-08-29,3598806,56685,3661.0,108.0,0.029500136574706366
39346,Texas,2021-08-30,3608717,56808,9911.0,123.0,0.012410453031984663
39347,Texas,2021-08-31,3637466,57044,28749.0,236.0,0.008208981181954155
39348,Texas,2021-09-01,3659300,57381,21834.0,337.0,0.015434643217001007
39349,Texas,2021-09-02,3681668,57704,22368.0,323.0,0.014440271816881258
39350,Texas,2021-09-03,3708671,57995,27003.0,291.0,0.010776580379957783
39351,Texas,2021-09-04,3726232,58272,17561.0,277.0,0.01577358920334833
39352,Texas,2021-09-05,3733833,58420,7601.0,148.0,0.019471122220760428
39353,Texas,2021-09-06,3738065,58467,4232.0,47.0,0.01110586011342155
39354,Texas,2021-09-07,3745194,58638,7129.0,171.0,0.023986533875718894
39355,Texas,2021-09-08,3780966,58927,35772.0,289.0,0.008078944425807895
39356,Texas,2021-09-09,3810936,59338,29970.0,411.0,0.013713713713713714
39357,Texas,2021-09-10,3834530,59742,23594.0,404.0,0.017122997372213275
39358,Texas,2021-09-11,3847838,60061,13308.0,319.0,0.02397054403366396
39359,Texas,2021-09-12,3852279,60202,4441.0,141.0,0.03174960594460707
39360,Texas,2021-09-13,3862468,60330,10189.0,128.0,0.012562567474727648
39361,Texas,2021-09-14,3886480,60423,24012.0,93.0,0.003873063468265867
39362,Texas,2021-09-15,3911765,60830,25285.0,407.0,0.01609649990112715
39363,Texas,2021-09-16,3930988,61205,19223.0,375.0,0.019507881183998335
39364,Texas,2021-09-17,3949616,61558,18628.0,353.0,0.01894996779042302
39365,Texas,2021-09-18,3964592,61861,14976.0,303.0,0.020232371794871796
39366,Texas,2021-09-19,3967114,61960,2522.0,99.0,0.03925455987311657
39367,Texas,2021-09-20,3972418,62071,5304.0,111.0,0.02092760180995475
39368,Texas,2021-09-21,3986198,62402,13780.0,331.0,0.024020319303338172
39369,Texas,2021-09-22,4005352,62801,19154.0,399.0,0.020831157982666805
39370,Texas,2021-09-23,4017862,63253,12510.0,452.0,0.03613109512390088
39371,Texas,2021-09-24,4031717,63656,13855.0,403.0,0.029086972212197762
39372,Texas,2021-09-25,4044157,63934,12440.0,278.0,0.02234726688102894
39373,Texas,2021-09-26,4049421,64074,5264.0,140.0,0.026595744680851064
39374,Texas,2021-09-27,4055335,64192,5914.0,118.0,0.019952654717619207
39375,Texas,2021-09-28,4070550,64456,15215.0,264.0,0.017351298061123892
39376,Texas,2021-09-29,4083230,64851,12680.0,395.0,0.031151419558359622
39377,Texas,2021-09-30,4094242,65203,11012.0,352.0,0.03196512895023611
39378,Texas,2021-10-01,4105155,65529,10913.0,326.0,0.02987262897461743
39379,Texas,2021-10-02,4113045,65785,7890.0,256.0,0.03244613434727503
39380,Texas,2021-10-03,4115929,65914,2884.0,129.0,0.04472954230235784
39381,Texas,2021-10-04,4118909,66044,2980.0,130.0,0.0436241610738255
39382,Texas,2021-10-05,4129159,66318,10250.0,274.0,0.02673170731707317
39383,Texas,2021-10-06,4142571,66681,13412.0,363.0,0.027065314643602744
39384,Texas,2021-10-07,4151459,66933,8888.0,252.0,0.028352835283528353
39385,Texas,2021-10-08,4160434,66983,8975.0,50.0,0.005571030640668524
39386,Texas,2021-10-09,4166366,66986,5932.0,3.0,0.0005057316250842886
39387,Texas,2021-10-10,4168155,66988,1789.0,2.0,0.0011179429849077697
39388,Texas,2021-10-11,4170825,67044,2670.0,56.0,0.020973782771535582
39389,Texas,2021-10-12,4180691,67062,9866.0,18.0,0.0018244475978106628
39390,Texas,2021-10-13,4190272,68245,9581.0,1183.0,0.12347354138398914
39391,Texas,2021-10-14,4196622,68467,6350.0,222.0,0.03496062992125984
39392,Texas,2021-10-15,4203461,68723,6839.0,256.0,0.037432373153969876
39393,Texas,2021-10-16,4209351,68935,5890.0,212.0,0.03599320882852292
39394,Texas,2021-10-17,4210057,69034,706.0,99.0,0.14022662889518414
39395,Texas,2021-10-18,4212332,69103,2275.0,69.0,0.03032967032967033
39396,Texas,2021-10-19,4219598,69304,7266.0,201.0,0.027663088356729974
39397,Texas,2021-10-20,4225458,69565,5860.0,261.0,0.04453924914675768
39398,Texas,2021-10-21,4230145,69795,4687.0,230.0,0.04907190100277363
39399,Texas,2021-10-22,4235629,70025,5484.0,230.0,0.041940189642596645
39400,Texas,2021-10-23,4239851,70202,4222.0,177.0,0.041923259118901
39401,Texas,2021-10-24,4241461,70263,1610.0,61.0,0.037888198757763975
39402,Texas,2021-10-25,4243351,70335,1890.0,72.0,0.0380952380952381
39403,Texas,2021-10-26,4249627,70486,6276.0,151.0,0.024059910771191843
39404,Texas,2021-10-27,4254582,70718,4955.0,232.0,0.04682139253279516
39405,Texas,2021-10-28,4259148,70886,4566.0,168.0,0.03679369250985545
39406,Texas,2021-10-29,4264553,71075,5405.0,189.0,0.03496762257169288
39407,Texas,2021-10-30,4268892,71139,4339.0,64.0,0.014749942383037565
39408,Texas,2021-10-31,4269621,71193,729.0,54.0,0.07407407407407407
39409,Texas,2021-11-01,4270837,71262,1216.0,69.0,0.05674342105263158
39410,Texas,2021-11-02,4275743,71380,4906.0,118.0,0.02405218100285365
39411,Texas,2021-11-03,4280588,71537,4845.0,157.0,0.03240454076367389
39412,Texas,2021-11-04,4283934,71666,3346.0,129.0,0.03855349671249253
39413,Texas,2021-11-05,4287456,71802,3522.0,136.0,0.03861442362294151
39414,Texas,2021-11-06,4290453,71914,2997.0,112.0,0.0373707040373707
39415,Texas,2021-11-07,4291659,71957,1206.0,43.0,0.03565505804311774
39416,Texas,2021-11-08,4293259,72009,1600.0,52.0,0.0325
39417,Texas,2021-11-09,4298123,72111,4864.0,102.0,0.020970394736842105
39418,Texas,2021-11-10,4302590,72130,4467.0,19.0,0.004253413924334005
39419,Texas,2021-11-11,4306504,72417,3914.0,287.0,0.07332652018395504
39420,Texas,2021-11-12,4309462,72687,2958.0,270.0,0.09127789046653144
39421,Texas,2021-11-13,4313394,72760,3932.0,73.0,0.018565615462868768
39422,Texas,2021-11-14,4314008,72789,614.0,29.0,0.04723127035830619
39423,Texas,2021-11-15,4315392,72838,1384.0,49.0,0.03540462427745665
39424,Texas,2021-11-16,4319752,72909,4360.0,71.0,0.01628440366972477
39425,Texas,2021-11-17,4324674,73038,4922.0,129.0,0.026208858187728567
39426,Texas,2021-11-18,4329462,73176,4788.0,138.0,0.02882205513784461
39427,Texas,2021-11-19,4333932,73276,4470.0,100.0,0.02237136465324385
39428,Texas,2021-11-20,4336683,73351,2751.0,75.0,0.027262813522355506
39429,Texas,2021-11-21,4337690,73378,1007.0,27.0,0.026812313803376366
39430,Texas,2021-11-22,4339696,73424,2006.0,46.0,0.022931206380857428
39431,Texas,2021-11-23,4343363,73518,3667.0,94.0,0.025634033269702754
39432,Texas,2021-11-24,4347776,73605,4413.0,87.0,0.01971447994561523
39433,Texas,2021-11-25,4352335,73605,4559.0,0.0,0.0
39434,Texas,2021-11-26,4352989,73605,654.0,0.0,0.0
39435,Texas,2021-11-27,4353549,73605,560.0,0.0,0.0
39436,Texas,2021-11-28,4353909,73605,360.0,0.0,0.0
39437,Texas,2021-11-29,4357031,73754,3122.0,149.0,0.04772581678411275
39438,Texas,2021-11-30,4363472,73828,6441.0,74.0,0.011488899239248564
