Unnamed: 0,state,date,cases,deaths,daily_cases,daily_deaths,ratio_dth_case
4539,California,2021-10-10,4803622,69854,13372.0,122.0,0.00912354172898594
4540,California,2021-10-11,4808549,69921,4927.0,67.0,0.013598538664501725
4541,California,2021-10-12,4814077,70019,5528.0,98.0,0.01772793053545586
4542,California,2021-10-13,4818556,70152,4479.0,133.0,0.029694128153605715
4543,California,2021-10-14,4824065,70284,5509.0,132.0,0.023960791432201853
4544,California,2021-10-15,4827421,70323,3356.0,39.0,0.011620977353992848
4545,California,2021-10-16,4827646,70331,225.0,8.0,0.035555555555555556
4546,California,2021-10-17,4841257,70524,13611.0,193.0,0.01417970758944971
4547,California,2021-10-18,4846877,70589,5620.0,65.0,0.011565836298932384
4548,California,2021-10-19,4851710,70818,4833.0,229.0,0.047382578108835095
4549,California,2021-10-20,4857604,70979,5894.0,161.0,0.027315914489311165
4550,California,2021-10-21,4864417,71151,6813.0,172.0,0.025245853515338323
4551,California,2021-10-22,4866491,71274,2074.0,123.0,0.05930568948891032
4552,California,2021-10-23,4867894,71291,1403.0,17.0,0.012116892373485389
4553,California,2021-10-24,4869044,71305,1150.0,14.0,0.01217391304347826
4554,California,2021-10-25,4889014,71400,19970.0,95.0,0.004757135703555333
4555,California,2021-10-26,4894146,71584,5132.0,184.0,0.03585346843335931
4556,California,2021-10-27,4899728,71721,5582.0,137.0,0.024543174489430313
4557,California,2021-10-28,4907331,71798,7603.0,77.0,0.010127581217940287
4558,California,2021-10-29,4909888,71898,2557.0,100.0,0.03910833007430583
4559,California,2021-10-30,4911503,71890,1615.0,-8.0,-0.004953560371517028
4560,California,2021-10-31,4924649,71900,13146.0,10.0,0.0007606876616461281
4561,California,2021-11-01,4932092,72059,7443.0,159.0,0.021362353889560662
4562,California,2021-11-02,4936747,72137,4655.0,78.0,0.016756176154672394
4563,California,2021-11-03,4942243,72233,5496.0,96.0,0.017467248908296942
4564,California,2021-11-04,4950533,72319,8290.0,86.0,0.01037394451145959
4565,California,2021-11-05,4953713,72431,3180.0,112.0,0.03522012578616352
4566,California,2021-11-06,4955495,72457,1782.0,26.0,0.014590347923681257
4567,California,2021-11-07,4967937,72478,12442.0,21.0,0.0016878315383378878
4568,California,2021-11-08,4975134,72593,7197.0,115.0,0.01597888008892594
4569,California,2021-11-09,4979911,72632,4777.0,39.0,0.00816411974042286
4570,California,2021-11-10,4984982,72811,5071.0,179.0,0.03529875764149083
4571,California,2021-11-11,4987283,72916,2301.0,105.0,0.04563233376792699
4572,California,2021-11-12,4997063,72965,9780.0,49.0,0.005010224948875256
4573,California,2021-11-13,4999956,73059,2893.0,94.0,0.032492222606291046
4574,California,2021-11-14,5006381,73072,6425.0,13.0,0.0020233463035019454
4575,California,2021-11-15,5010899,73190,4518.0,118.0,0.02611775121735281
4576,California,2021-11-16,5016276,73252,5377.0,62.0,0.01153059326762135
4577,California,2021-11-17,5021533,73358,5257.0,106.0,0.02016359140194027
4578,California,2021-11-18,5027254,73504,5721.0,146.0,0.025520013983569307
4579,California,2021-11-19,5030161,73645,2907.0,141.0,0.048503611971104234
4580,California,2021-11-20,5032136,73673,1975.0,28.0,0.014177215189873417
4581,California,2021-11-21,5042366,73687,10230.0,14.0,0.0013685239491691105
4582,California,2021-11-22,5047059,73820,4693.0,133.0,0.02834008097165992
4583,California,2021-11-23,5051648,73897,4589.0,77.0,0.016779254739594684
4584,California,2021-11-24,5053764,74051,2116.0,154.0,0.07277882797731569
4585,California,2021-11-25,5053863,74060,99.0,9.0,0.09090909090909091
4586,California,2021-11-26,5056094,74091,2231.0,31.0,0.013895114298520844
4587,California,2021-11-27,5056883,74117,789.0,26.0,0.032953105196451206
4588,California,2021-11-28,5071714,74125,14831.0,8.0,0.000539410693817005
4589,California,2021-11-29,5077314,74332,5600.0,207.0,0.03696428571428571
4590,California,2021-11-30,5083021,74439,5707.0,107.0,0.018748904853688454
