location_name,forecast_date,target,target_end_date,location,type,quantile,value
US,2022-04-17,1 wk ahead cum death,2022-04-23,US,quantile,0.01,992038.5990237757
US,2022-04-17,2 wk ahead cum death,2022-04-30,US,quantile,0.01,996284.7274520877
US,2022-04-17,3 wk ahead cum death,2022-05-07,US,quantile,0.01,1001232.9014543328
US,2022-04-17,4 wk ahead cum death,2022-05-14,US,quantile,0.01,1006683.4337175569
US,2022-04-17,5 wk ahead cum death,2022-05-21,US,quantile,0.01,1012492.3057670377
US,2022-04-17,6 wk ahead cum death,2022-05-28,US,quantile,0.01,1018557.151006392
US,2022-04-17,7 wk ahead cum death,2022-06-04,US,quantile,0.01,1024805.009294189
US,2022-04-17,8 wk ahead cum death,2022-06-11,US,quantile,0.01,1031183.7216953698
US,2022-04-17,9 wk ahead cum death,2022-06-18,US,quantile,0.01,1037655.8314186911
US,2022-04-17,10 wk ahead cum death,2022-06-25,US,quantile,0.01,1044194.3179825839
US,2022-04-17,11 wk ahead cum death,2022-07-02,US,quantile,0.01,1050779.5383506683
US,2022-04-17,12 wk ahead cum death,2022-07-09,US,quantile,0.01,1057397.1235408145
US,2022-04-17,13 wk ahead cum death,2022-07-16,US,quantile,0.01,1064036.4403498822
US,2022-04-17,14 wk ahead cum death,2022-07-23,US,quantile,0.01,1070584.7955909686
US,2022-04-17,1 wk ahead inc death,2022-04-23,US,quantile,0.01,3429.5990237757146
US,2022-04-17,2 wk ahead inc death,2022-04-30,US,quantile,0.01,4246.128428312023
US,2022-04-17,3 wk ahead inc death,2022-05-07,US,quantile,0.01,4948.174002244994
US,2022-04-17,4 wk ahead inc death,2022-05-14,US,quantile,0.01,5450.532263224171
US,2022-04-17,5 wk ahead inc death,2022-05-21,US,quantile,0.01,5808.87204948076
US,2022-04-17,6 wk ahead inc death,2022-05-28,US,quantile,0.01,6064.845239354307
US,2022-04-17,7 wk ahead inc death,2022-06-04,US,quantile,0.01,6247.8582877971
US,2022-04-17,8 wk ahead inc death,2022-06-11,US,quantile,0.01,6377.758660694286
US,2022-04-17,9 wk ahead inc death,2022-06-18,US,quantile,0.01,6448.277088524084
US,2022-04-17,10 wk ahead inc death,2022-06-25,US,quantile,0.01,6491.786757956063
US,2022-04-17,11 wk ahead inc death,2022-07-02,US,quantile,0.01,6516.122666011108
US,2022-04-17,12 wk ahead inc death,2022-07-09,US,quantile,0.01,6526.835522682881
US,2022-04-17,13 wk ahead inc death,2022-07-16,US,quantile,0.01,6527.858032293106
US,2022-04-17,14 wk ahead inc death,2022-07-23,US,quantile,0.01,6521.970486241644
US,2022-04-17,1 wk ahead cum death,2022-04-23,US,quantile,0.025,992072.1327263071
